Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,34701,91751.55,14731.94,4188.93,110672.42,18702.3,9557.31,1842.38,30101.99,140774.41
Calendar,2015,1,Public Protection,CRT,Superior Court,191.0,"Court Interpreters, Local 39521",SCRT,SF Superior Court,620C,Court Interpreter,12993,75259.46,0.0,1440.65,76700.11,15513.69,12424.5,6082.0,34020.19,110720.3
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,18480,43176.49,0.0,0.0,43176.49,0.0,0.0,3415.36,3415.36,46591.85
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,17781,429.77,0.0,12.42,442.19,0.0,107.52,34.29,141.81,584.0
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,22.0,"Prof & Tech Engineers - Personnel, Local 21",1200,Personnel,1244,Senior Personnel Analyst,38306,106605.02,0.0,0.0,106605.02,21971.81,12424.5,8761.54,43157.85,149762.87
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,0382,Inspector 3,29924,138629.31,19200.84,6909.51,164739.66,27962.33,12424.5,2807.79,43194.62,207934.28
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,51359,41502.39,108.17,402.81,42013.37,10059.68,9870.32,3402.66,23332.66,65346.03
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,26704,22155.24,0.0,499.88,22655.12,0.0,5913.59,1756.64,7670.23,30325.35
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,4.0,"Painters, Local 1176",7300,Journeyman Trade,7346,Painter,6733,13102.1,457.05,344.0,13903.15,0.0,2054.82,1076.37,3131.19,17034.34
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2400,"Lab, Pharmacy & Med Techs",2468,Diagnostic Imaging Tech II,39982,102333.49,3986.38,10634.41,116954.28,22874.84,11939.7,9363.19,44177.73,161132.01
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",2900,Human Services,2992,Contract Compliance Officer 1,10459,98719.24,0.0,0.0,98719.24,20339.61,12376.71,8045.04,40761.36,139480.6
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,9014,61481.08,1334.12,1458.25,64273.45,12559.68,10866.96,5045.41,28472.05,92745.5
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",2400,"Lab, Pharmacy & Med Techs",2485,Supv Biologist,10770,123918.77,0.0,0.0,123918.77,24909.5,12424.5,9893.0,47227.0,171145.77
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3209,Swimming Instructor,6841,6776.22,0.0,8.33,6784.55,0.0,1998.08,659.37,2657.45,9442.0
Calendar,2015,1,Public Protection,POL,Police,200.0,"Transportation Workers, Local 200",8100,Legal & Court,8126,"Sr Investigator, OCC",13891,102561.04,0.0,0.0,102561.04,21138.64,12424.5,8457.66,42020.8,144581.84
Calendar,2015,2,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,6.0,"Electrical Workers, Local 6",7400,Skilled Labor,7484,Sr Power Generation Tech,1354,108578.41,18173.78,8148.7,134900.89,22744.81,12054.15,10043.98,44842.94,179743.83
Calendar,2015,4,Community Health,DPH,Public Health,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",6100,Health & Sanitation Inspection,6138,Industrial Hygienist,7048,106823.26,0.0,0.0,106823.26,21498.49,11179.06,8810.97,41488.52,148311.78
Calendar,2015,2,"Public Works, Transportation & Commerce",DBI,Department of Building Inspection,790.0,"SEIU - Miscellaneous, Local 1021",6300,Construction Inspection,6321,Permit Technician I,39031,30342.0,0.0,0.0,30342.0,5906.07,6690.12,2462.25,15058.44,45400.44
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2604,Food Service Worker,48840,11293.34,9.64,857.92,12160.9,0.0,3471.46,943.03,4414.49,16575.39
Calendar,2015,6,General Administration & Finance,CPC,City Planning,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5291,Planner 3,36564,27241.0,0.0,0.0,27241.0,0.0,3822.92,2182.42,6005.34,33246.34
Calendar,2015,1,Public Protection,DAT,District Attorney,311.0,Municipal Attorneys' Association,8100,Legal & Court,8177,Attorney (Civil/Criminal),24717,184289.02,0.0,5185.78,189474.8,38130.64,12424.5,11150.89,61706.03,251180.83
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1222,Sr Payroll & Personnel Clerk,38805,76144.71,0.0,0.0,76144.71,15697.55,12424.5,6124.53,34246.58,110391.29
Calendar,2015,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,38.0,"Plumbers and Pipefitters, Local 38",7400,Skilled Labor,7449,Sewer Service Worker,49713,38171.0,558.33,2531.32,41260.65,7299.18,5734.39,3197.63,16231.2,57491.85
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,42758,8455.86,0.0,61.31,8517.17,0.0,3064.31,660.14,3724.45,12241.62
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,38.0,"Plumbers and Pipefitters, Local 38",7200,Supervisory-Labor & Trade,7250,Utility Plumber Supervisor 1,6394,113369.08,6888.82,10213.93,130471.83,24041.35,12424.46,9922.32,46388.13,176859.96
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H030,"Captain, Fire Suppression",23962,150233.99,36019.13,30336.6,216589.72,34341.13,15196.12,3648.35,53185.6,269775.32
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,50113,101398.62,4781.76,11466.98,117647.36,21226.0,11127.87,1959.87,34313.74,151961.1
Calendar,2015,1,Public Protection,CRT,Superior Court,792.0,"SEIU - Court Employees, Local 1021",SCRT,SF Superior Court,410C,Deputy Court Clerk I,14819,15097.0,1483.83,3000.0,19580.83,2809.53,2962.77,1592.06,7364.36,26945.19
Calendar,2015,1,Public Protection,CRT,Superior Court,792.0,"SEIU - Court Employees, Local 1021",SCRT,SF Superior Court,430C,Deputy Court Clerk III,20566,30224.4,0.0,0.0,30224.4,0.0,0.0,2656.94,2656.94,32881.34
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,8204,56499.94,6232.61,7918.55,70651.1,12844.92,12417.63,5795.57,31058.12,101709.22
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,17828,56531.0,0.0,7518.55,64049.55,12725.28,12424.5,4983.15,30132.93,94182.48
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,10553,21045.96,4158.13,228.48,25432.57,5151.05,6521.67,1841.63,13514.35,38946.92
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2330,Anesthetist,20676,0.0,0.0,8415.1,8415.1,0.0,68.5,643.76,712.26,9127.36
Calendar,2015,6,General Administration & Finance,TTX,Treasurer/Tax Collector,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0923,Manager II,1666,85032.51,0.0,10062.38,95094.89,17952.62,8362.67,12950.81,39266.1,134360.99
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,50426,119455.81,22242.26,4429.91,146127.98,23662.77,12424.5,2443.44,38530.71,184658.69
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,4.0,"Painters, Local 1176",7300,Journeyman Trade,7346,Painter,5361,79717.06,1719.56,2529.5,83966.12,16974.45,12423.73,6480.17,35878.35,119844.47
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,35792,113192.14,16169.57,11776.84,141138.55,23448.54,12418.94,2365.99,38233.47,179372.02
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,38865,100092.5,0.0,0.0,100092.5,20143.9,10524.98,8043.25,38712.13,138804.63
Calendar,2015,4,Community Health,DPH,Public Health,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1053,IS Business Analyst-Senior,50492,112209.05,0.0,0.0,112209.05,22582.31,12424.5,8780.89,43787.7,155996.75
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,12081,119467.44,48626.4,13815.38,181909.22,23621.01,12424.5,3056.12,39101.63,221010.85
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2328,Nurse Practitioner,37483,115809.1,413.77,1171.19,117394.06,21630.6,7685.69,9455.64,38771.93,156165.99
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,37715,1196.0,0.0,28.8,1224.8,0.0,446.51,95.06,541.57,1766.37
Calendar,2015,1,Public Protection,CRT,Superior Court,792.0,"SEIU - Court Employees, Local 1021",SCRT,SF Superior Court,430C,Deputy Court Clerk III,911,57313.08,0.0,3000.0,60313.08,12162.33,8064.75,5133.36,25360.44,85673.52
Calendar,2015,1,Public Protection,SHF,Sheriff,498.0,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,29553,97764.81,1339.11,8773.45,107877.37,25912.37,12424.5,1836.21,40173.08,148050.45
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790.0,"SEIU - Miscellaneous, Local 1021",1300,Pub Relations & Spec Assts,1310,Public Relations Assistant,6852,25914.4,0.0,0.0,25914.4,5812.62,5256.52,2166.74,13235.88,39150.28
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2305,Psychiatric Technician,43706,21385.59,0.0,176.85,21562.44,4763.35,3521.52,1821.35,10106.22,31668.66
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5288,Transit Planner 2,34505,5626.01,0.0,0.0,5626.01,1261.92,955.72,459.41,2677.05,8303.06
Calendar,2015,4,Community Health,DPH,Public Health,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1053,IS Business Analyst-Senior,1015,112209.02,0.0,0.0,112209.02,22582.31,12424.5,9230.47,44237.28,156446.3
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1478,Senior Water Services Clerk,51184,55902.6,1742.58,0.0,57645.18,11728.83,10513.04,4657.48,26899.35,84544.53
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8216,Senior Parking Control Officer,9948,2835.0,267.28,14336.17,17438.45,641.27,477.86,1340.98,2460.11,19898.56
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3618,Library Technical Assistant 2,29573,78651.32,0.0,700.46,79351.78,16349.25,12376.71,6328.89,35054.85,114406.63
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,13285,118104.02,0.0,0.0,118104.02,23768.42,12424.5,9365.21,45558.13,163662.15
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3209,Swimming Instructor,33320,14287.41,0.0,129.62,14417.03,0.0,4217.16,1117.62,5334.78,19751.81
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,43993,4389.91,0.0,77.36,4467.27,0.0,1665.54,346.73,2012.27,6479.54
Calendar,2015,1,Public Protection,JUV,Juvenile Probation,323.0,Members of Boards and Commissions,0900,Management,0111,"Bdcomm Mbr, Grp2,M=$25/Mtg",30933,150.0,0.0,0.0,150.0,0.0,35.84,11.61,47.45,197.45
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2305,Psychiatric Technician,18217,58859.54,457.42,5687.86,65004.82,12519.34,9628.57,5352.74,27500.65,92505.47
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2400,"Lab, Pharmacy & Med Techs",2468,Diagnostic Imaging Tech II,7932,117507.87,133.54,1793.96,119435.37,23959.46,12423.55,9762.25,46145.26,165580.63
Calendar,2015,1,Public Protection,SHF,Sheriff,498.0,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,43349,97715.11,10629.49,8472.28,116816.88,25829.87,12417.81,1958.93,40206.61,157023.49
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1.0,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,5104,10313.91,0.0,0.0,10313.91,1979.51,4472.46,808.2,7260.17,17574.08
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,24026,29476.39,0.0,2746.63,32223.02,910.07,0.0,1214.88,2124.95,34347.97
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,4.0,"Painters, Local 1176",7300,Journeyman Trade,7346,Painter,26333,79722.02,0.0,2219.75,81941.77,16890.21,12424.5,6706.72,36021.43,117963.2
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,12263,75196.66,22998.41,0.0,98195.07,15464.25,12364.88,7650.1,35479.23,133674.3
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2600,Dietary & Food,2624,Dietitian,28821,19893.2,0.0,0.0,19893.2,0.0,3536.21,1541.93,5078.14,24971.34
Calendar,2015,5,Culture & Recreation,FAM,Fine Arts Museum,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8226,Museum Guard,52087,11722.15,0.0,0.0,11722.15,0.0,2676.05,908.6,3584.65,15306.8
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2500,Med Therapy & Auxiliary,2586,Health Worker 2,43549,61428.0,0.0,2124.0,63552.0,13056.41,12424.5,5246.59,30727.5,94279.5
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,44586,3491.33,0.0,250.0,3741.33,897.62,68.5,276.51,1242.63,4983.96
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1426,Senior Clerk Typist,46946,61735.03,196.89,624.0,62555.92,12852.62,12424.5,5180.22,30457.34,93013.26
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,15051,43464.88,0.0,411.82,43876.7,5618.16,3285.09,2841.97,11745.22,55621.92
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,8408,42973.39,0.0,1296.6,44269.99,9144.75,9468.78,3386.82,22000.35,66270.34
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,52029,66838.57,23266.63,4786.89,94892.09,19636.97,13170.63,7206.29,40013.89,134905.98
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5203,Asst Engr,45743,40520.1,0.0,0.0,40520.1,7417.21,5758.3,3190.96,16366.47,56886.57
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,4440,65307.42,23378.86,633.3,89319.58,18042.82,12868.32,6975.85,37886.99,127206.57
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,42463,63646.09,14251.82,1588.77,79486.68,17807.42,12540.08,5988.11,36335.61,115822.29
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,44261,710.5,0.0,0.0,710.5,0.0,346.45,55.07,401.52,1112.02
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,34140,2023.0,0.0,0.0,2023.0,444.86,477.86,157.02,1079.74,3102.74
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q003,Police Officer 2,39480,85426.67,2989.51,7819.24,96235.42,17570.62,9079.44,1598.36,28248.42,124483.84
Calendar,2015,1,Public Protection,POL,Police,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8274,Police Cadet,45576,16857.42,0.0,0.0,16857.42,0.0,6260.04,1307.25,7567.29,24424.71
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,39.0,"Stationary Engineers, Local 39",7300,Journeyman Trade,7343,"Sr Statnry Eng, Wtr Treat Plnt",1268,106090.05,3496.71,10722.66,120309.42,23684.58,12424.5,9778.22,45887.3,166196.72
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790.0,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,1136,56531.0,0.0,5710.57,62241.57,12406.56,12424.5,5087.89,29918.95,92160.52
