Organization Group,Department,Job Family,Job,Salary,Overtime,Benefits,Total Compensation
Public Protection,Trial Courts,Untitled,Court Staff Attorney II,4810.0,0.0,1365.0,6175.0
Public Protection,Trial Courts,Untitled,Court Staff Attorney II,791.0,0.0,228.0,1020.0
Public Protection,Trial Courts,Untitled,Sr Court Staff Attorney,157249.0,0.0,63255.0,220504.0
Public Protection,Trial Courts,Untitled,Sr Court Staff Attorney,93386.0,0.0,36047.0,129433.0
Public Protection,Trial Courts,Untitled,Sr Court Staff Attorney,135696.0,0.0,55518.0,191214.0
Public Protection,Trial Courts,Untitled,Court Interpreter,70541.0,0.0,36597.0,107138.0
Public Protection,Trial Courts,Untitled,Court Interpreter,75779.0,0.0,36823.0,112602.0
Public Protection,Trial Courts,Untitled,Court Interpreter,25526.0,0.0,2084.0,27611.0
Public Protection,Trial Courts,Untitled,Court Interpreter,35907.0,0.0,17468.0,53375.0
Public Protection,Trial Courts,Untitled,Court Interpreter,76849.0,0.0,38492.0,115341.0
Public Protection,Trial Courts,Untitled,Court Interpreter,77685.0,0.0,39872.0,117557.0
Public Protection,Trial Courts,Untitled,Court Interpreter,85219.0,0.0,34121.0,119339.0
Public Protection,Trial Courts,Untitled,Court Interpreter,84069.0,0.0,40562.0,124631.0
Public Protection,Trial Courts,Untitled,Court Interpreter,85291.0,0.0,41771.0,127062.0
Public Protection,Trial Courts,Untitled,Court Interpreter,85069.0,0.0,42025.0,127094.0
Public Protection,Trial Courts,Untitled,Court Interpreter,85069.0,0.0,41815.0,126884.0
Public Protection,Trial Courts,Untitled,Court Interpreter,67507.0,0.0,32924.0,100431.0
Public Protection,Trial Courts,Untitled,Court Interpreter,84988.0,0.0,41763.0,126750.0
Public Protection,Trial Courts,Untitled,Court Interpreter,89314.0,0.0,43202.0,132517.0
Public Protection,Trial Courts,Untitled,Court Interpreter,84088.0,0.0,40485.0,124573.0
Public Protection,Trial Courts,Untitled,Court Interpreter,89314.0,0.0,43211.0,132525.0
Public Protection,Trial Courts,Untitled,Court Interpreter,45820.0,0.0,21664.0,67484.0
Public Protection,Trial Courts,Untitled,Court Interpreter,51118.0,0.0,24383.0,75501.0
Public Protection,Trial Courts,Untitled,Court Interpreter,89314.0,0.0,43211.0,132526.0
Public Protection,Trial Courts,Untitled,Court Interpreter,73221.0,0.0,35108.0,108329.0
Public Protection,Trial Courts,Untitled,Court Interpreter,71833.0,0.0,34550.0,106382.0
Public Protection,Trial Courts,Untitled,Court Interpreter,64279.0,0.0,30814.0,95092.0
Public Protection,Trial Courts,Untitled,Court Interpreter,82439.0,0.0,39759.0,122197.0
Public Protection,Trial Courts,Untitled,Court Interpreter,66436.0,0.0,32735.0,99171.0
Public Protection,Trial Courts,Untitled,Civil Case Settlmnt Specialist,160016.0,0.0,60836.0,220852.0
Public Protection,Trial Courts,Untitled,Ct Comp Sys Engineer II,113542.0,0.0,50158.0,163700.0
Public Protection,Trial Courts,Untitled,Ct Comp Sys Engineer II,113542.0,0.0,50292.0,163834.0
Public Protection,Trial Courts,Untitled,Administrative Analyst I,25986.0,0.0,8931.0,34918.0
Public Protection,Trial Courts,Untitled,Admin Analyst 3,90859.0,0.0,40539.0,131398.0
Public Protection,Trial Courts,Untitled,Admin Analyst 3,20261.0,0.0,3901.0,24162.0
Public Protection,Trial Courts,Untitled,Sr Human Resources Analyst,99020.0,0.0,43483.0,142503.0
Public Protection,Trial Courts,Untitled,Sr Human Resources Analyst,112918.0,0.0,50118.0,163036.0
Public Protection,Trial Courts,Untitled,Sr Human Resources Analyst,89032.0,0.0,39277.0,128309.0
Public Protection,Trial Courts,Untitled,Principal Mgmt Analyst,119210.0,0.0,51186.0,170396.0
Public Protection,Trial Courts,Untitled,Principal Mgmt Analyst,39974.0,0.0,3166.0,43140.0
Public Protection,Trial Courts,Untitled,Principal Mgmt Analyst,91651.0,0.0,40080.0,131731.0
Public Protection,Trial Courts,Untitled,Grand Jury Admin Analyst,100165.0,0.0,46423.0,146589.0
Public Protection,Trial Courts,Untitled,Managing Attorney,170077.0,0.0,74546.0,244623.0
Public Protection,Trial Courts,Untitled,Emergcy Protective Orders Comm,90442.0,0.0,58654.0,149096.0
Public Protection,Trial Courts,Untitled,Mental Health Hearing Officer,98504.0,0.0,60670.0,159174.0
Public Protection,Trial Courts,Untitled,Communications Director,35889.0,0.0,17198.0,53086.0
Public Protection,Trial Courts,Untitled,Communications Director,57262.0,0.0,32796.0,90058.0
Public Protection,Trial Courts,Untitled,"Director, Info Tech Group",183681.0,0.0,77414.0,261095.0
Public Protection,Trial Courts,Untitled,"Director, Human Resources",137535.0,0.0,68152.0,205687.0
Public Protection,Trial Courts,Untitled,"Director, Fiscal Services",149364.0,0.0,70395.0,219759.0
Public Protection,Trial Courts,Untitled,Court Executive Officer,233438.0,0.0,87796.0,321235.0
Public Protection,Trial Courts,Untitled,Duty Officer,87602.0,0.0,59994.0,147596.0
Public Protection,Trial Courts,Untitled,Court Reporter,121131.0,0.0,52413.0,173544.0
Public Protection,Trial Courts,Untitled,Court Reporter,118708.0,0.0,52047.0,170754.0
Public Protection,Trial Courts,Untitled,Court Reporter,27720.0,0.0,2195.0,29915.0
Public Protection,Trial Courts,Untitled,Court Reporter,47498.0,0.0,3762.0,51259.0
Public Protection,Trial Courts,Untitled,Court Reporter,56970.0,0.0,4512.0,61482.0
Public Protection,Trial Courts,Untitled,Court Reporter,116234.0,0.0,51036.0,167271.0
Public Protection,Trial Courts,Untitled,Court Reporter,116468.0,0.0,51099.0,167567.0
Public Protection,Trial Courts,Untitled,Court Reporter,56925.0,0.0,4508.0,61433.0
Public Protection,Trial Courts,Untitled,Court Reporter,123952.0,0.0,53141.0,177094.0
Public Protection,Trial Courts,Untitled,Court Reporter,123460.0,0.0,53394.0,176854.0
Public Protection,Trial Courts,Untitled,Court Reporter,121131.0,0.0,52413.0,173544.0
Public Protection,Trial Courts,Untitled,Court Reporter,121168.0,0.0,52720.0,173888.0
Public Protection,Trial Courts,Untitled,Court Reporter,116468.0,0.0,51099.0,167567.0
Public Protection,Trial Courts,Untitled,Court Reporter,116468.0,0.0,50894.0,167362.0
Public Protection,Trial Courts,Untitled,Court Reporter,128700.0,0.0,54471.0,183171.0
Public Protection,Trial Courts,Untitled,Court Reporter,123435.0,0.0,53063.0,176498.0
Public Protection,Trial Courts,Untitled,Court Reporter,92506.0,0.0,40425.0,132931.0
Public Protection,Trial Courts,Untitled,Court Reporter,38108.0,0.0,14123.0,52231.0
Public Protection,Trial Courts,Untitled,Court Reporter,125101.0,0.0,53526.0,178627.0
Public Protection,Trial Courts,Untitled,Court Reporter,19304.0,0.0,4617.0,23921.0
Public Protection,Trial Courts,Untitled,Court Reporter,69597.0,0.0,31061.0,100658.0
Public Protection,Trial Courts,Untitled,Court Reporter,128700.0,0.0,54451.0,183151.0
Public Protection,Trial Courts,Untitled,Court Reporter,116314.0,0.0,50052.0,166366.0
Public Protection,Trial Courts,Untitled,Court Reporter,123435.0,0.0,53054.0,176489.0
Public Protection,Trial Courts,Untitled,Court Reporter,131175.0,0.0,55331.0,186506.0
Public Protection,Trial Courts,Untitled,Court Reporter,125809.0,0.0,53912.0,179721.0
Public Protection,Trial Courts,Untitled,Court Reporter,116468.0,0.0,51099.0,167567.0
Public Protection,Trial Courts,Untitled,Court Reporter,116468.0,0.0,50800.0,167268.0
Public Protection,Trial Courts,Untitled,Court Reporter,116373.0,0.0,50966.0,167338.0
Public Protection,Trial Courts,Untitled,Court Reporter,131175.0,0.0,55536.0,186711.0
Public Protection,Trial Courts,Untitled,Court Reporter,123435.0,0.0,53036.0,176471.0
Public Protection,Trial Courts,Untitled,Court Reporter,116468.0,0.0,50909.0,167377.0
Public Protection,Trial Courts,Untitled,Court Reporter,116468.0,0.0,50935.0,167403.0
Public Protection,Trial Courts,Untitled,Court Reporter,61666.0,0.0,22800.0,84466.0
Public Protection,Trial Courts,Untitled,Court Reporter,64553.0,0.0,28617.0,93170.0
Public Protection,Trial Courts,Untitled,Court Reporter,35289.0,0.0,9062.0,44351.0
Public Protection,Trial Courts,Untitled,Court Reporter,128700.0,0.0,54521.0,183221.0
Public Protection,Trial Courts,Untitled,Court Reporter,104572.0,0.0,34397.0,138969.0
Public Protection,Trial Courts,Untitled,Court Reporter,87270.0,0.0,37477.0,124747.0
Public Protection,Trial Courts,Untitled,Court Reporter,96310.0,0.0,41864.0,138174.0
Public Protection,Trial Courts,Untitled,Court Reporter,15546.0,0.0,1231.0,16777.0
Public Protection,Trial Courts,Untitled,Court Reporter,116468.0,0.0,51099.0,167567.0
Public Protection,Trial Courts,Untitled,Court Reporter,102637.0,0.0,42274.0,144911.0
Public Protection,Trial Courts,Untitled,Court Manager,125060.0,0.0,66021.0,191081.0
Public Protection,Trial Courts,Untitled,Court Manager,127465.0,0.0,66654.0,194119.0
Public Protection,Trial Courts,Untitled,Court Manager,125060.0,0.0,65892.0,190952.0
Public Protection,Trial Courts,Untitled,Court Manager,125060.0,0.0,66246.0,191306.0
Public Protection,Trial Courts,Untitled,Court Manager,123457.0,0.0,65383.0,188840.0
Public Protection,Trial Courts,Untitled,Court Manager,126148.0,0.0,52817.0,178966.0
Public Protection,Trial Courts,Untitled,Court Manager,119788.0,0.0,56868.0,176656.0
Public Protection,Trial Courts,Untitled,Court Manager,147507.0,0.0,59707.0,207213.0
Public Protection,Trial Courts,Untitled,Court Manager,108894.0,0.0,51217.0,160111.0
Public Protection,Trial Courts,Untitled,Court Manager,115440.0,0.0,61446.0,176886.0
Public Protection,Trial Courts,Untitled,Court Reporter Coordinator,121396.0,0.0,64608.0,186004.0
Public Protection,Trial Courts,Untitled,"Director, Probate",131326.0,0.0,67300.0,198626.0
Public Protection,Trial Courts,Untitled,"Mgr, Unified Family Court Svcs",136377.0,0.0,67376.0,203753.0
Public Protection,Trial Courts,Untitled,Court Administrator,147578.0,0.0,69885.0,217464.0
Public Protection,Trial Courts,Untitled,Court Administrator,147578.0,0.0,70080.0,217658.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,112837.0,0.0,64128.0,176965.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,110268.0,0.0,63082.0,173349.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,110708.0,0.0,62248.0,172956.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,112837.0,0.0,64019.0,176856.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,110708.0,0.0,63638.0,174346.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,110873.0,0.0,63486.0,174359.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,110708.0,0.0,63484.0,174192.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,110708.0,0.0,63307.0,174016.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,119168.0,0.0,65245.0,184414.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,68118.0,0.0,50498.0,118616.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,43243.0,0.0,43612.0,86855.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,110708.0,0.0,61743.0,172451.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,110708.0,0.0,63255.0,173963.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,112837.0,0.0,62575.0,175412.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,102352.0,0.0,61176.0,163528.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,107102.0,0.0,61743.0,168845.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,112137.0,0.0,62568.0,174705.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,102925.0,0.0,61886.0,164811.0
Public Protection,Trial Courts,Untitled,Court Supervisor II,114266.0,0.0,60004.0,174270.0
Public Protection,Trial Courts,Untitled,Assistant Court Reporter Coord,133323.0,0.0,81685.0,215007.0
Public Protection,Trial Courts,Untitled,"Assistant Director, Probate",121134.0,0.0,65788.0,186921.0
Public Protection,Trial Courts,Untitled,"Supervising Mediator, UFCS",125477.0,0.0,65878.0,191355.0
Public Protection,Trial Courts,Untitled,Fiscal Sys And Serv Manager,129870.0,0.0,66531.0,196401.0
Public Protection,Trial Courts,Untitled,Court Computer Sys Manager,155740.0,0.0,71703.0,227443.0
Public Protection,Trial Courts,Untitled,Court Computer Sys Manager,117520.0,0.0,53831.0,171351.0
Public Protection,Trial Courts,Untitled,Sup Ct Admin Secretary,95108.0,0.0,54665.0,149774.0
Public Protection,Trial Courts,Untitled,Court Commissioner,57800.0,0.0,4480.0,62281.0
Public Protection,Trial Courts,Untitled,Court Commissioner,178825.0,0.0,97816.0,276641.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk I,29931.0,0.0,20542.0,50473.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk I,16278.0,0.0,11395.0,27673.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk I,16839.0,0.0,11789.0,28628.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk I,49378.0,0.0,30167.0,79546.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk I,14547.0,0.0,10192.0,24739.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk I,38301.0,3403.0,12254.0,53958.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,77220.0,0.0,40054.0,117274.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,78720.0,0.0,40221.0,118941.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,78220.0,0.0,40861.0,119081.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,74064.0,0.0,38393.0,112457.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,77220.0,56.0,39962.0,117238.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,78260.0,0.0,40114.0,118374.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,69397.0,0.0,35991.0,105388.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,77220.0,2338.0,40239.0,119797.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,1522.0,0.0,870.0,2392.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,76614.0,0.0,39330.0,115945.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,73801.0,0.0,38260.0,112061.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,78260.0,0.0,40344.0,118604.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,77220.0,0.0,40054.0,117274.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,77220.0,0.0,40045.0,117265.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,77220.0,0.0,39940.0,117160.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,78260.0,0.0,40344.0,118604.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,75408.0,0.0,39134.0,114542.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,77220.0,0.0,40673.0,117893.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,76793.0,0.0,39830.0,116623.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,78740.0,0.0,40464.0,119204.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,63553.0,93.0,33016.0,96662.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,62840.0,0.0,35989.0,98829.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,76596.0,3093.0,40097.0,119786.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,75639.0,0.0,39235.0,114874.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,76596.0,0.0,39817.0,116413.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,62668.0,2807.0,36173.0,101647.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,5940.0,0.0,12938.0,18878.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,55992.0,0.0,34808.0,90800.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,53753.0,0.0,35227.0,88980.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,8910.0,0.0,4558.0,13468.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,11386.0,0.0,5251.0,16637.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,13634.0,0.0,1043.0,14677.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,63707.0,0.0,36573.0,100280.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,62380.0,0.0,35617.0,97997.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,72219.0,0.0,38480.0,110699.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,52905.0,0.0,34981.0,87886.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,78260.0,0.0,40344.0,118604.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,13112.0,0.0,8239.0,21351.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,94098.0,300.0,43921.0,138319.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,94805.0,510.0,44621.0,139937.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,34909.0,0.0,12344.0,47253.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,12755.0,0.0,6224.0,18979.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,68507.0,0.0,37604.0,106111.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,60204.0,0.0,34525.0,94729.0
Public Protection,Trial Courts,Untitled,Deputy Court Clerk II,78240.0,0.0,40949.0,119189.0
